_checksum,_id,name,official_name,citizen_names,start_date,end_date
16208e2e27274a445206cf732c5155770e05370f04422ec71dda692e3485c50bdb4d,CMD,Camden,London Borough of Camden,,,
1620ea7b50fa267a37073832f944ac15fcd104211b29eac67b33380fb33d8ec68536,COL,Colchester,Colchester Borough Council,,,
16200d18eebd931caf9d0a5065793e06b81d143b863e96c1a4e688e66d6c6bf4d69c,CON,Cornwall,Cornwall Council,,2009-04-01,
1620b34f2a295e5536734c94a9490d2598a58693e7f54ab59d9dd92b966793c58c98,COP,Copeland,Copeland Borough Council,,,
16200e9a16b63f2ba8f25a5f6585bb189e942f2286d7de28ea2cff16766e094edbb2,COR,Corby,Corby Borough Council,,,
16201658c98aefda11e0168e78bef080d69478b454e2effc65cf739db25e17a13bae,COT,Cotswold,Cotswold District Council,,,
162013f6d92cf1c65466bc2d533f1a8b6b74cdf966349f41d1a2fc01c8cd7cb4a73a,COV,Coventry,Coventry City Council,,1974-04-01,
16206b6ca54510a8a997c0051313a9061dc783cd3b59801f8e50c3455fc2368e189d,CPCA,Cambridgeshire and Peterborough Combined Authority,Cambridgeshire and Peterborough Combined Authority,,2014-04-01,
16202330caf6f617c192ab01646cba1e4c6ce9f6a79373803433d3dc541af7d6e275,CRA,Craven,Craven District Council,,,
162041ff19eba7f871f91a0d7740990f2bf81d5ecaa6a5e09be993d7c2bf53f38f43,CRW,Crawley,Crawley Borough Council,,1974-04-01,
162091f1334efccd7e2a8126e10a8a5677d3c0e2ffba61cad1c94fafa8f59b647a13,CRY,Croydon,London Borough of Croydon,,,
16206cf3407417f22f2fa7100f54b1f30a5d4248f9a22657037f4823c170e1ef335b,DAC,Dacorum,Dacorum Borough Council,,,
1620fa5db732ef5848a5d95d087546cb0de18f45a14f50020f21e598e68a5f01d1a8,DAL,Darlington,Darlington Borough Council,,1997-04-01,
16205a589834c7d211816927a195ba379482217412f88484b6591dddb52054d943f1,DAR,Dartford,Dartford Borough Council,,,
16205ed976734e9f0d302a5845ab694532aac6c05cd92150260c6aee948633a72b33,DAV,Daventry,Daventry District Council,,,
16207bf1f205f682f07cc4598879c2b8ad67211f7756b24f77178c9d5dc778d2355a,DBY,Derbyshire,Derbyshire County Council,,,
1620222863bdce125bc2ed73dcebced0025fa5a8c475c3589f5ccb6bd2b5e426b90b,DEB,Derbyshire Dales,Derbyshire Dales District Council,,,
162045297635b09f81dc25e3301d49bc037d8c575b3005b0acf1ed84435d1f6a3853,DER,Derby,Derby City Council,,,
1620dac4e6d5d7dbfe28b202c64841fcc8f26b5ca77dbd50dfb7736efdca9e2d5d92,DEV,Devon,Devon County Council,,,
16203ba3feccbf841e1fdb29fd6f85dd509ee3f63bd1e839803074615ee9b8e2a392,DNC,Doncaster,Doncaster Metropolitan Borough Council,,1974-04-01,
1620b30981f57b41cff3af19883514fbed996e3f32ceda60b2ea6d9b1bb5be6c4afd,DOR,Dorset,Dorset County Council,,,2019-03-31
1620f2591f94fd279a71da1765dd661e070908004062e2523120447ecd5b00eeb3eb,DOV,Dover,Dover District Council,,,
162038ab164f8aa6bdd8c613d2811769fe52ff3f895e5b5611b1f9a35983d7079661,DST,Dorset Council,Dorset Council,,2019-04-01,
1620ebfbbb7110f65bf4e5de32c27a8fe2c31fee7fc66986bc20f8cfbc2e2e31f5fa,DUD,Dudley,Dudley Metropolitan Borough Council,,1974-04-01,
1620d767f4af53da836ca6be4c56ec0382a2c2f79c3563118032b6bdd23b673c4253,DUR,County Durham,Durham County Council,,2009-04-01,
16208e5347599f141e4fb109f1a6a63362324a359fbb9b366244e44842b6bae26a4e,EAL,Ealing,London Borough of Ealing,,,
1620e804a6e4336c4d713be846d9f622cde40df0592280e9c29cf06cd6ce52b0adb4,EAS,Eastbourne,Eastbourne Borough Council,,,
162075f3a2f2cff29650a9acb98d8443f66ef858cb3bc7cf12e2228d616206bf7b07,EAT,Eastleigh,Eastleigh Borough Council,,,
162010d6f6321aecda5f3180c9ac3a45e64072b7d7e11a1a03df998a4d7398dc8273,ECA,East Cambridgeshire,East Cambridgeshire District Council,,,
1620b9c379c4a4476421392df29287d08c815a9fd3cc62d43a0092836922fb7ee0b0,EDE,East Devon,East Devon District Council,,,
1620a843bde0d6423f41e12138ffb799a4dea80bd1ca60bb6fde9098bf631fc2f538,EDN,Eden,Eden District Council,,,
162052f917cf7b321c8fda8ad0fb1498acd98eff334359ef3e44122819c5491907e4,EDO,East Dorset,East Dorset District Council,,,2019-03-31
1620b8aadaee7df864649eefe0c864b0088dc35983f85e2450e8994cda222704705e,EHA,East Hampshire,East Hampshire District Council,,,
1620f33293cd72961c96e4ad2e2cedceffcfc23af2e33a4af15183a4b008e7c51458,EHE,East Hertfordshire,East Hertfordshire District Council,,,
1620ce26ad76693ccd291a95e51f66fbb5e191452f5fd6e8ab92b52d3f1b78ea619b,ELI,East Lindsey,East Lindsey District Council,,,
162087540da003ebc5c0c932d4330b7f9ab599dcd98da008cd9c7e611113f250a76a,ELM,Elmbridge,Elmbridge Borough Council,,,
162054358ddd81ca8221693f017e08e867f8aff2976d68aad956f67043110930d405,ENF,Enfield,London Borough of Enfield,,,
16208d39a909307f0009693ec16ef40e7e408045aab2367a6733e61aa53bf98e0587,ENO,East Northamptonshire,East Northamptonshire Council,,,
162099f1360b88e686f172aa6fd4ccb677d2e867c533f3e8affdb78367c58814a30f,EPP,Epping Forest,Epping Forest District Council,,,
162078069b4a4b3c2f926a576476aae868000318ab2bb124c7d434bec945d53e8aa7,EPS,Epsom and Ewell,Epsom and Ewell Borough Council,,,
162027216fbf7db54c83dfd0e1ffd869e20ede1b254d5536c3fe6f62f650cce5b163,ERE,Erewash,Erewash Borough Council,,,
16202c58de7504bcac50d4e9fc3fb277c0120a2adeaac1f3db712282c7566b9a850f,ERY,East Riding of Yorkshire,East Riding of Yorkshire Council,,1996-04-01,
16204e5decd6d43e0f305a57ae114bffd618f07dd3d7743d8ec78e34188465433fca,ESK,East Suffolk,East Suffolk Council,,2019-04-01,
1620c77aee613f005112f88842e29c54c9f3b070407fa41b48e4e072e96ea7fffa96,ESS,Essex,Essex County Council,,,
1620e246b6cf7bd4217b30e8e238d964c3656b472679aa913e59c60e227aec1d87d8,EST,East Staffordshire,East Staffordshire Borough Council,,,
1620c56c91b994242230fd8091496a14ef11667d275ea0ff291b9e380569f40894f7,ESX,East Sussex,East Sussex County Council,,,
1620e77cfb4a3c26559fb92c510997689a220d48fdea037596517bfc73832c8ddc19,EXE,Exeter,Exeter City Council,,,
1620f03b46c8fd4d097e20809c29d9f6dfd5786fc405ce0df95e4b2a7f9c0cf9803f,FAR,Fareham,Fareham Borough Council,,,
162088fda8f5ed6090886b52b64723ebbf9f964028b7110a55d37218727e8ed2b201,FEN,Fenland,Fenland District Council,,,
1620f6f077bce66ae2c2c41eaedbc2786fbe707f83e689b08624a5aa6b94158b678c,FOE,Forest of Dean,Forest of Dean District Council,,,
1620c47c77ad8f8d78b6be0c0c019d03343a397f38bac1a62f5c8d42e65412c96e92,FOR,Forest Heath,Forest Heath District Council,,,2019-03-31
1620c858cbc531396bc0d05cb879caa9d8d64fa700f8ce73b46eb0051de2ca5d3ba2,FYL,Fylde,Fylde Borough Council,,,
16207265271b8ac86bc3e258f3e0b0a183c41c49b193b99ace575ae8d35bd94fff6e,GAT,Gateshead,Gateshead Metropolitan Borough Council,,1974-04-01,
162095fb297b30fa588ce3d9614d0113a5a9bd1dda685fdfb5bd7f0c46e1695dda93,GED,Gedling,Gedling Borough Council,,,
162098a102802adbbdd2cf696e0feb55d4989a8e156eae8119a63a25e3f6a358e6e4,GLA,Greater London,Greater London Authority,,1905-06-22,
1620837ceae72a65eb02829987f4573f1a73e519b00782095714a0eec5eb261ab2dc,GLO,Gloucester,Gloucester City Council,,,
16208f750cbe9027d9dbb10617e396cc95d659a29b969859c8b721d4fafbe4810f69,GLS,Gloucestershire,Gloucestershire County Council,,,
1620110a80e05f3b0f8afc225e1c01a0cfaec8021560e6037ea5f592a44a25ffe933,GMCA,Greater Manchester Combined Authority,Greater Manchester Combined Authority,,2014-04-01,
1620ff167282e008fc8b4d5f689232ac57eeff52dbea3bc72ccb1e90ad9cb6fd145e,GOS,Gosport,Gosport Borough Council,,,
1620b38d60e0b15cbca6786be0cfa6ea822e1730bebeda59c382d94777736bdeaa89,GRA,Gravesham,Gravesham Borough Council,,,
162075631327de32b38916643836254e72ae410ef22c5665e21d1a8b0742cc9c0cba,GRE,Greenwich,Royal Borough of Greenwich,,,
1620cc0d500d3c68379d2e25f12d2d5f184c66e2ce7d6ed096a9a7295e3ad0d903c6,GRT,Guildford,Guildford Borough Council,,,
1620c929a646d75f3287c2f248ddc965e0e9c593d2202b1df8f19dbe949329c7e70a,GRY,Great Yarmouth,Great Yarmouth Borough Council,,,
1620f7942f6e90a61f90dfff22705d0ddbe0331f5063c66d7308ba9c917c8358ae5a,HAA,Havant,Havant Borough Council,,,
16205b286924cd59f9a9585692d32802543c7c324683d1d1c1809accd57e4688f7f6,HAE,Hambleton,Hambleton District Council,,,
16202686cd47d52d3e19d5960d3a8c934a9fa1a2b290072c79b2010fcc1df4852e27,HAG,Harrogate,Harrogate Borough Council,,,
1620dcfdf6f35cec3c95adabbd312ff851888b2d478f4e6c736ab111cd485761735a,HAL,Halton,Halton Borough Council,,1998-04-01,
16208b0d6610e6688cc6807b311da73509917a5d627dc79f0813debdeed2b5b23e3b,HAM,Hampshire,Hampshire County Council,,,
16201bf7aa2bf39bc7e1a3ac58c93ecf6a9a03b786dcd7d523ab995fade3d629819d,HAO,Harborough,Harborough District Council,,,
1620b98fb22cab214c7c35d4f67cbe645f5afc41ad672c958e96ad451a6d01ab04a5,HAR,Harlow,Harlow District Council,,,
1620acd07164c72676fb38183c4d435133ef40d8d2215b73403ff7be9c272bba2761,HAS,Hastings,Hastings Borough Council,,,
162070ec4b08dd950558c2b2badad81aa9e4a7fe77ea6be119be5304bbca95dd3e40,HAT,Hart,Hart District Council,,,
1620cbf04227a46afc328c51801b90a427bc75ceadf7d0bf8eb8a4d1288acba89472,HAV,Havering,London Borough of Havering,,,
16206f010894d6ebddbc915ebeb9afe5294f04a45d9a135edb3a79f9289d1b0a6716,HCK,Hackney,London Borough of Hackney,,,
16206739fe6f96fdc9e5cbdda0f67d4b141cd8e87ef3ff7c5a84996d0543a7f7c19a,HEF,Herefordshire,Herefordshire Council,,1998-04-01,
16200e466951d40db643de96256b0d579dc01f8973fbd3ccc27550c86cafe10ae098,HER,Hertsmere,Hertsmere Borough Council,,,
16208b6ecc20d2d2092b60dc04e31fc69f9107dc24b95ef007bbdbdbefcde13fdcce,HIG,High Peak,High Peak Borough Council,,,
162001c78d43c685697d00cd2feac4b903a427ccf6d77f6d03b3f36b2109ddc2fa66,HIL,Hillingdon,London Borough of Hillingdon,,,
16201ace21fc9f541f1159a7ec7df1d672b8c97de35c58a61918d1da7e00b124a5cf,HIN,Hinckley and Bosworth,Hinckley and Bosworth Borough Council,,,
1620627dd99234f7b577c044691acbe56208631acd293b62717996d9ff869653ce32,HMF,Hammersmith and Fulham,London Borough of Hammersmith & Fulham,,,
1620cbb8f7caf18a1e102eb11e1ced11d95ca7ba3cb1d0b2ca06f95d33257c068d31,HNS,Hounslow,London Borough of Hounslow,,,
1620e6e8f53bfaee606200f6fcca33e2bf6558e1ce6a609b0cd93c25673f4c64f7a8,HOR,Horsham,Horsham District Council,,1974-04-01,
16203d681636a7dc7151545492691b12a24d5b418063b731b6f467a7fb2b57124a3b,HPL,Hartlepool,Hartlepool Borough Council,,1905-06-18,
1620a8b6dc904ceb95be529c3ce3ae566737533623702af410532fde84fe2fd0cdd9,HRT,Hertfordshire,Hertfordshire County Council,,,
162033d738b82c3df350a34f856609db9d7d08b66dcfb0440c5070c50092ea571ce5,HRW,Harrow,London Borough of Harrow,,,
16204aabe79fdcb69351b8ea9a575912583f5ae90cbd624af809c8b71d8b3bfd9658,HRY,Haringey,London Borough of Haringey,,,
1620ee38db093c065b81b5c5f2ad4952375cde707c2326cc81ad13589b73497f85e7,HUN,Huntingdonshire,Huntingdonshire District Council,,,
1620f4e270896f2609fb7eb6130962cf2cbbac9e9c3b9f7899a44e00d55f83f9523c,HYN,Hyndburn,Hyndburn Borough Council,,,
1620552fd738ce4722cbf83e77e4a3a5bfff2b3807e095f0305d6f11618f2506b2cb,IOS,Isles of Scilly,Council of the Isles of Scilly,,1974-04-01,
162018a908430fcb52aea227abc5dc011d55e8ab37c8dbfeeb4ec14426f553aa0a58,IOW,Isle of Wight,Isle of Wight Council,,1905-06-17,
1620dd3f844056af835b8033dddae05f495265b1b3570482d340a641c6c189ed593c,IPS,Ipswich,Ipswich Borough Council,,,
1620683f54bc4780cea318e3814a8c81e86ded41851cc8753c0d8ad1a72e07447c89,ISL,Islington,London Borough of Islington,,,
16209b3ec28c89a0471c9fa25f0c13ddb7548520064ad6e45b36dedbf493e0ca8934,KEC,Kensington and Chelsea,Royal Borough of Kensington and Chelsea,,,
1620caf309de427a228bafc61fdfc42df9335a0c188c1704d793b01b995bc4167771,KEN,Kent,Kent County Council,,,
1620e915f5bafb85e962373a3f5565100c769cf0c80795445836f25d802e8a57795b,KET,Kettering,Kettering Borough Council,,,
16202c3479b022e0795f64095eef4e0a87f4d87e18893ff7be95acfef56821d870d3,KHL,Kingston upon Hull,Hull City Council,,1996-04-01,
1620c8addef58320035bf11e8a49df01f758f90024c83e29318c604e77fdbcff5efd,KIN,King's Lynn and West Norfolk,Borough Council of King's Lynn and West Norfolk,,,
16200905347dca9f1ad8840f82e2d01d81b465065eced012cba5473919896ac16dbf,KIR,Kirklees,Kirklees Council,,1974-04-01,
16208c13a226fd4412f467c2380169951216d84b37a612f4057c7239c4be2ebadf27,KTT,Kingston upon Thames,Royal Borough of Kingston upon Thames,,,
1620a45b45973dca643b263a1005128bab34c631153f11c299c3e73f2e4950713235,KWL,Knowsley,Knowsley Metropolitan Borough Council,,1974-04-01,
1620eadde0ad55104d46c6be27d11d284df044a00f0ba1b813b1fe38961abe6902b1,LAC,Lancaster,Lancaster City Council,,,
162075c4e76850c181a471391e357932f54040ab0939e4dc68b53fe6cbbeb2ab465e,LAN,Lancashire,Lancashire County Council,,,
16200b465f975d9abf8619612ee1c79cd193574ec2b6180220c795fde68619f9e2bf,LBH,Lambeth,London Borough of Lambeth,,,
16206112028b2669b0774c8c60e043bf36f1d39684d4939e42b4d431a284da000f2b,LCE,Leicester,Leicester City Council,,1905-06-19,
1620ae5a526af310fe7c8426821ddfb3e3d005f7708234c5ab31aa8c5967ac0eb0aa,LCR,Liverpool City Region,Liverpool City Region,,2014-04-01,
1620b2ad3de21cd45655ed9aa82533829a127cf7f602ff687b9b04807259b531efbf,LDS,Leeds,Leeds City Council,,1905-06-08,
1620342f18ac24d9f807cd2fa30f273082e013ff47ec42fa169a91e34b35a4f68f1c,LEC,Leicestershire,Leicestershire County Council,,,
16205c9ac7b11110b6249ca238a53216d3a4e528cdc6f63f4d3732b89ea93b02c5ec,LEE,Lewes,Lewes District Council,,,
1620187c7182af6fb5c3b8ab40c1fc145f2b4b7f5002556f4c442b394d5380093043,LEW,Lewisham,London Borough of Lewisham,,,
16202fa4d6cbc92a0b3521be7c3dc2cc175f371f9f06debe61f6b60f30c85be82f10,LIC,City of Lincoln,City of Lincoln Council,,,
16201a212cc35cd826c16f1e5bd6df309808e96e2afdfcb82a3e91f283abf16afc88,LIF,Lichfield,Lichfield District Council,,,
162014ed68645f36cf596a13692cfbd628eb5a7aecf9f5c0f8e57e5bf039ac09d601,LIN,Lincolnshire,Lincolnshire County Council,,,
1620aad8a6684fea3e91dcc117fdbac2713cf0dc1b1a65187c771fb41967ddd6ba26,LIV,Liverpool,Liverpool City Council,,1905-06-08,
162061f704bbdb159a07d9babdcfab23b467241ccca6b792716dd364b79fab40eb93,LND,City of London,City of London Corporation,,1905-06-28,
16206253d7271e5a95c8ba275b2dcea06c196b6ba3f6641d3338c5451d3266a4560c,LUT,Luton,Luton Borough Council,,1905-06-19,
16202c0f42cde467aaa31edbcdf161f855942136e0f019035b25568ca06754d9dfb2,MAI,Maidstone,Maidstone Borough Council,,,
1620bfb5f692f75dc46da49dfd3bde67d7cb77bbfbc837f523e7319fa92c137145ee,MAL,Maldon,Maldon District Council,,,
16207f4cb0d7cfd49a617ef7cfaf4151aa5b5b2f85f6899010221db70312f7c305be,MAN,Manchester,Manchester City Council,,1974-04-01,
16204c95c8d9db38c3ce094599afcf62d45490206c81a032287ef7601884fe75fa8e,MAS,Mansfield,Mansfield District Council,,,
1620e657f96933efbcb376fc4eb2dc83305fe2092d12733f5e1a6006bda1621bd691,MAV,Malvern Hills,Malvern Hills District Council,,,
16209bb7f4f3a80b212655828081706be87d43d6d61c3622d576fd91ea8f706eb268,MDB,Middlesbrough,Middlesbrough Borough Council,,1905-06-18,
16208e2b570d642b441db22045ad4e4a2322701ad82a72dad6115ce82f30cc457747,MDE,Mid Devon,Mid Devon District Council,,,
1620a95d70a540b8088b141abdd39caf69857e17ea3b300c8777836298056b4d0563,MDW,Medway,Medway Council,,1998-04-01,
1620ba2bc1babe0c591df730d386275c83de0f08d0ece0b96cd5fcc78c12f56cd801,MEL,Melton,Melton Borough Council,,,
162061c40b9555a253daa79639f3d184eab642d8b7e3341c1d87fac3be3349345fe5,MEN,Mendip,Mendip District Council,,,
1620b589e511c2e055d4d974fbb50eccdb0702af41881659ee12c3b74659f1122daf,MIK,Milton Keynes,Milton Keynes Council,,1905-06-19,
162070a64fbdd3c8b7efa45ff82e722752cbae66ab00aeeaf8d531476dd9c41e36b9,MOL,Mole Valley,Mole Valley District Council,,,
16205a51f9cb7e326b3a7ab3aa36103da4e2180054e94a8eac9c534cdb17aaa4fb0b,MRT,Merton,London Borough of Merton,,,
1620261dc327775bcfecbd421256477083bf26b1865cb094c2f0bd70b09b12bb0cb1,MSS,Mid Sussex,Mid Sussex District Council,,1974-04-01,
162083421cf935814b8b30769b2fbc571c52ea14ba8e2c31f72689647961f9c65dcc,MSU,Mid Suffolk,Mid Suffolk District Council,,,
1620fcd9c36fe4acc4c5f40119908d0d9e53123be6707f0253c2e21ac59c69b22a40,NBL,Northumberland,Northumberland County Council,,2009-04-01,
162085c7ba3d031c74031e627f07900e27a6e49b07e121a6f5f6bbe2a09821dcbb01,NDE,North Devon,North Devon District Council,,,
162055a5a8e04dd7b2af68dd9fef0a83c1d0ece57f044b7d6c4cacef0380f42cbb83,NDO,North Dorset,North Dorset District Council,,,2019-03-31
1620755a724563afa1887f15502ad3c74c51e42fc32693bde48ea6250c46212cbcb4,NEA,Newark and Sherwood,Newark and Sherwood District Council,,,
162083e26361347adf42c4c4ff276a2dff31a0cab401132f251d414706c2c7013af3,NEC,Newcastle-under-Lyme,Newcastle-under-Lyme Borough Council,,,
162096ef7cf9ff615b326118d52c78470e2ef296088cace1a8f03fc3e0398fd4999f,NED,North East Derbyshire,North East Derbyshire District Council,,,
16207cfab5290e34755ac03933429baee939bb9afe05c24dd2dd9222746850a4d247,NEL,North East Lincolnshire,North East Lincolnshire Council,,1996-04-01,
162014eabce15bf47b3c2e48f9a01c9c6d8a592762936418955d6504d354f9ab9d33,NET,Newcastle upon Tyne,Newcastle City Council,,1974-04-01,
162045ba72521ddb67af16983f102deb1818efb9062eb0d411c493d28a6c1528896b,NEW,New Forest,New Forest District Council,,,
16209541fabd056725b0457097088c79840b9e20215b02e0b29e663076325e1c7634,NFK,Norfolk,Norfolk County Council,,,
1620079ca7244b68132b59d72f1fe614a2b1dd7dae0aab333fa03ec32f1804d12808,NGM,Nottingham,Nottingham City Council,,1905-06-20,
1620a618aa4dd83cf4b316ea7b182b1d78bf25e3bc9b95f4be8754bbbc09262c4411,NHE,North Hertfordshire,North Hertfordshire District Council,,,
162032dc7a10f00f7d5eccd7d116e82273f2196569926580e4b6cc13ccd2c1f22952,NKE,North Kesteven,North Kesteven District Council,,,
16205a306e4e638adea70536c13beb3f28bd88c5b7f91873a961abac681a2d17c861,NLN,North Lincolnshire,North Lincolnshire Council,,1996-04-01,
1620cb5d55f5d8fd1fd09e2a8c44ac101d9f3fba651e94b9c64c55ffe19b19e1c3d3,NNO,North Norfolk,North Norfolk District Council,,,
162076e61265efcdb64932c03aaf83b98e1c6bddc831ed220c99cd5847ce22c46bea,NOR,Northampton,Northampton Borough Council,,,
16208e9a3e5e456e646ae3d7ce00541e439a6904702235ab0fa704a380d8b85244de,NOW,Norwich,Norwich City Council,,,
16205c3913261ca0799ee4637b69aac5dc0282746d8645fb4eea12c2e2387e9ed407,NSM,North Somerset,North Somerset  Council,,1996-04-01,
162019a20c4388d59db315b25fc73c1fc0eb2d210ed52d7d0f202584133a1f5dd6fe,NTH,Northamptonshire,Northamptonshire County Council,,,
1620241242dc54d79251843384e613a12c2918812076591e5560cb8ff797efeec921,NTT,Nottinghamshire,Nottinghamshire County Council,,,
1620819a22ed5451ffd68de14b9c6279f76fb0ce07808a3113715412c897f9454777,NTY,North Tyneside,North Tyneside Council,,1974-04-01,
1620e8d2bd115e196d949f4a5ebb865cb12f6133f5e054996ff348ee19bb77cd9d8e,NUN,Nuneaton and Bedworth,Nuneaton and Bedworth Borough Council,,,
16204bb243d20d74bb4881474656e52732520e454f0ea9ae62349dfcc8587f46cf00,NWA,North Warwickshire,North Warwickshire Borough Council,,,
1620757dd17c6df4e47c7d772d5338a6e514325668922979f6aaeae8c309b331c5a0,NWL,North West Leicestershire,North West Leicestershire District Council,,,
162077a1c4235d537730e6bb6030cf474438d0d9da18cb1687e24b5cba714a16cdf3,NWM,Newham,London Borough of Newham,,,
162080f7e0a4e06c6099783822a3df9a9407a50a3aa22d2cdbf7db11907b1cb317ee,NYK,North Yorkshire,North Yorkshire County Council,,,
1620d4501231266734d8669af82833702f23fbb2765678e3360314b7574291c1a679,OAD,Oadby and Wigston,Oadby and Wigston Borough Council,,,
162051afcf15aea538344f367aecd4cc723640ec8581a9c9bde6bf31987d4f85cee2,OLD,Oldham,Oldham Metropolitan Borough Council,,1905-06-07,
162037d4657c707ab896d9b27d2425142f49579986444009703424c596da866d7296,OXF,Oxfordshire,Oxfordshire County Council,,,
1620ac8a8d2b069e979219055b0fb60c79f53c381018f8fb132b05ae5b408acf021f,OXO,Oxford,Oxford City Council,,,
1620afca0c55284f6b73e1ed6a31e5442e7acc6fe903a0066f47aa371203a3baa93f,PEN,Pendle,Pendle Borough Council,,,
1620e53c17d783192072fb20a936f6de983bddf2b673653e520af8aae5b016952d11,PLY,Plymouth,Plymouth City Council,,1998-04-01,
1620a797e769ad9bf3b52fb198fb16dce8b93eea795151db432209126bc0836fdb6f,POL,Poole,Borough of Poole,,1997-04-01,2019-03-31
16209e45cbf93f8eaae3db35ccc83662fe06a8eaca95566ba55e13aca3561db5886c,POR,Portsmouth,Portsmouth City Council,,1905-06-20,
16205841e272cba30ee797735029ffd38b17004cf33249f561c24646b9fb09a91a12,PRE,Preston,Preston City Council,,,
1620d53acff2c8781c1e9e300cf284864eaf20578edcefa8541ee33a2f06728ba591,PTE,Peterborough,Peterborough City Council,,1905-06-20,
1620ebea95ff56b566c166b20570da5ebb8662aa00aed83b877fa16c085be11147b1,PUR,Purbeck,Purbeck District Council,,,2019-03-31
1620dcdac1674862931ccf9ea7638c0287e20d133d6c90bbac79aac6af124bbc619a,RCC,Redcar and Cleveland,Redcar and Cleveland Borough Council,,1996-04-01,
1620ad6c90ec21edb8870e06bc4107b104eecd375ceb1bd9ea9939c54318d7af8691,RCH,Rochdale,Rochdale Metropolitan Borough Council,,1905-05-27,
1620334d19b3af2dc318fa0446cbc2cfe74eef19d65ada1c20c3ed300762f557e889,RDB,Redbridge,London Borough of Redbridge,,,
16201ed511da51622d4386839b8425e9ffc35e5b94b1802136fe8b0c2b66d8b0e956,RDG,Reading,Reading Borough Council,,1905-05-27,
1620aa7ffb77cddd3d99ad223668b666a3aafe00dcee5c851cea7422b72efba842df,RED,Redditch,Redditch Borough Council,,,
1620cbb8ea9c72a70118c6d16903089a663b0ccbd51001c3d5349db6207f8c5354a3,REI,Reigate and Banstead,Reigate and Banstead Borough Council,,,
1620d3127d210f0201535cad3a51e7aec56756c6e93a78e0c4ac11b47abfcee5f85c,RIB,Ribble Valley,Ribble Valley Borough Council,,,
